observationid,mediaid,vote,content,classid,family,genus,species,author,date,location,latitude,longitude,yearinclef,observationid2014,imageid2014,learntag
23751,53007,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,paul fabre,2013-6-1,Vic-la-Gardiole,,,PlantCLEF2014,4958,3282,Train
12028,53019,3,Flower,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,john de vos,2011-4-16,Saint-Mathieu-de-Tréviers,43.76982,3.86805,PlantCLEF2014,198,57819,Train
13069,53030,2,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,jean-claude echardour,2010-5-18,Saffré,47.49726,-1.59517,PlantCLEF2014,1848,6894,Train
35584,53087,3,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,julien barataud,2006-5-1,L'Aiguillon-sur-Mer,,,PlantCLEF2014,2030,23113,Train
37857,53090,4,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,herve goeau,2014-3-9,,49.32179,0.01026,PlantCLEF2015,,,Train
19890,53099,3,Flower,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,thierry pernot,1800-1-1,,,,PlantCLEF2014,18245,26425,Train
5917,5311,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,jean-pascal milcent,2010-5-5,Prades-le-Lez,43.71603,3.85771,PlantCLEF2014,8219,52619,Train
31488,53138,3,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,daniel le quere,2013-8-13,Plonévez-Porzay,48.133,-4.27544,PlantCLEF2014,8311,38663,Train
23393,53156,3,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,emmanuel stratmains,2013-4-22,Roquebrune-sur-Argens,43.44306,6.64519,PlantCLEF2014,14963,48206,Train
22302,53244,1,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,daniel mathieu,2005-6-5,Vauxrenard,,,PlantCLEF2014,6945,53956,Train
3087,5326,3,Flower,5148,Salicaceae,Salix,Salix caprea L.,michel pourchet,2006-3-10,Champ-sur-Drac,,,PlantCLEF2014,324,14719,Train
15375,5328,4,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,ans gorter,2012-8-14,09 Montferrier,42.89542,1.79491,PlantCLEF2015,,,Train
16050,53314,3,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,liliane pessotto,2012-3-28,Caussade,44.17365,1.5383,PlantCLEF2014,9758,56899,Train
8572,53329,3,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,julien barataud,2006-6-12,Sauviat-sur-Vige,,,ImageCLEF2013,1602,41426,Train
33561,5338,3,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,jean-jacques houdre,2009-7-12,Les Avanchers-Valmorel,,,PlantCLEF2015,,,Train
3279,53398,4,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,genevieve botti,2014-3-31,Marseille,,,PlantCLEF2015,,,Train
17744,53414,3.5,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,309106296ee78eaa0d2af97ad7b9f141,2013-3-21,Tavel,44.013,4.695,PlantCLEF2014,15396,46082,Train
25449,53436,3,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,mathieu menand,2006-5-30,Olonne-sur-Mer,,,ImageCLEF2013,10224,19802,Train
35666,53481,3,Flower,4369,Primulaceae,Primula,Primula veris L.,liliane roubaudi,2013-4-1,Marcy-l'Étoile,,,PlantCLEF2014,5365,1137,Train
30753,53511,5,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,thierry pernot,1800-1-1,,,,PlantCLEF2014,2458,48301,Train
19659,53529,4,Flower,30491,Violaceae,Viola,Viola tricolor L.,hugues tinguy,2012-9-8,Bray-Dunes,,,PlantCLEF2014,2057,21390,Train
4581,53560,3,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,mathieu menand,2011-5-16,Castelnau-de-Montmiral,,,ImageCLEF2013,6147,48098,Train
15535,53638,3,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,julien barataud,2006-5-23,Saint-Armel,,,PlantCLEF2014,1737,9740,Train
39994,53645,3.5,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,julien champ,2013-5-25,Montpellier,,,PlantCLEF2014,19410,8074,Train
7294,53670,2.5,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,valerie bruneau-querey,2007-6-10,Secqueville-en-Bessin,49.23306,-0.51722,PlantCLEF2014,58,4827,Train
19559,53687,3,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,jean-paul hugbart,1800-1-1,Lux,46.75936,4.85591,PlantCLEF2015,,,Train
19890,53690,4,Flower,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,thierry pernot,1800-1-1,,,,PlantCLEF2014,18245,54029,Train
24070,53764,2,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,bertrand aucouturier,2011-4-26,Montagrier,45.26685,0.46483,ImageCLEF2013,15703,5564,Train
27298,53844,3,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,liliane roubaudi,2013-5-18,Gruissan,,,PlantCLEF2014,166,4703,Train
27179,53850,3.5,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,liliane roubaudi,2012-9-30,Lyon,,,ImageCLEF2013,13590,37591,Train
38986,53879,3,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,liliane roubaudi,2014-12-20,Narbonne,,,PlantCLEF2015,,,Train
41555,53886,4,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,g,2014-5-23,,,,PlantCLEF2015,,,Train
11498,53955,3,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,julien barataud,2006-6-5,Lassy,,,ImageCLEF2013,7741,10977,Train
15610,54030,5,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,michel demares,2005-4-30,Toulon,,,PlantCLEF2014,9052,16860,Train
17881,54056,3.5,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,gerard calberac,2012-3-24,Val-Suzon,47.43423,4.90329,ImageCLEF2013,10950,27298,Train
32496,54061,5,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,liliane roubaudi,2014-5-22,Vendres,,,PlantCLEF2015,,,Train
34781,54099,4,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,pierre bonnet,2013-6-8,Montpellier,43.59625,3.90086,PlantCLEF2014,1597,39877,Train
25955,54120,3,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,4094,18147,Train
19579,54129,4,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,marie therese goupil,2012-5-25,Le Pont-de-Montvert,44.35871,3.72883,PlantCLEF2014,18372,24221,Train
5585,54165,4,Flower,5148,Salicaceae,Salix,Salix caprea L.,annick larbouillat,2002-3-17,Roissy-en-Brie,48.78433,2.6678,ImageCLEF2013,2167,14283,Train
19137,54181,4,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,pierre bonnet,2013-6-4,Montpellier,43.5995,3.90013,PlantCLEF2014,5971,13961,Train
6961,54184,3,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,herve goeau,2012-11-26,St Leu Les brules de St Leu,-21.10527,55.38092,PlantCLEF2015,,,Train
20892,54195,2,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,jean-pascal milcent,2010-5-3,Prades-le-Lez,,,PlantCLEF2014,4321,50210,Train
36328,54279,2,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,emmanuel stratmains,2013-4-29,Saint-Jurs,43.89829,6.19701,PlantCLEF2014,4526,38985,Train
15073,54296,4.5,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2013-4-8,Sainte-Geneviève-des-Bois,48.8567,2.24104,PlantCLEF2014,17662,38508,Train
13108,54315,3,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,14193,15725,Train
7930,54341,3,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,christophe chauvigne,2008-5-9,Beaumont-en-Véron,47.2,0.1833,PlantCLEF2014,3140,48963,Train
11509,54345,3,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,florent beck,2013-5-16,Payros-Cazautets,,,PlantCLEF2014,7662,53332,Train
37507,54378,3,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,Unknown193,2008-4-22,Laborel,44.28324,5.5618,ImageCLEF2013,13907,26297,Train
1195,54421,4,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,pierre bonnet,2013-6-27,Montferrier-sur-Lez,43.65167,3.86217,PlantCLEF2014,5829,12250,Train
2225,54449,3,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,herve goeau,2013-3-27,Sainte-Geneviève-des-Bois,48.8567,2.24104,PlantCLEF2014,13470,27632,Train
10219,54452,4,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,herve goeau,2013-7-21,Feugarolles,48.65283,2.31433,PlantCLEF2014,5438,24814,Train
13893,5446,3,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,patricia destrade,2011-5-4,Machecoul,,,ImageCLEF2013,11210,10845,Train
39237,54495,4,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,menkorn,2013-6-17,Igny,48.74626,2.22305,PlantCLEF2014,6886,35622,Train
38722,54576,3,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,laurent petit,2009-8-13,Métabief,,,PlantCLEF2015,,,Train
10706,54607,3,Flower,493,Asteraceae,Bellis,Bellis perennis L.,daniel mathieu,2008-2-24,Avignon,,,PlantCLEF2014,15676,5387,Train
38681,54631,3,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,pierre bonnet,2013-6-22,Montpellier,43.598,3.90067,PlantCLEF2014,9010,1795,Train
30753,5473,4,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,thierry pernot,1800-1-1,,,,PlantCLEF2014,2458,28253,Train
28537,54736,3,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,yoan martin,2013-4-19,,38.09371,12.78321,PlantCLEF2014,10046,37518,Train
13206,54772,3,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,pierre bonnet,2014-5-22,Montpellier,43.59676,3.90063,PlantCLEF2015,,,Train
11561,54813,3,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,9491,33,Train
2582,54825,4,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,cristina corti,2013-3-29,,45.76381,9.23546,PlantCLEF2014,15313,39610,Train
4840,54834,3,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,ruddy benezet,2011-9-16,Frontignan,43.47577,3.8344,ImageCLEF2013,3923,4605,Train
30753,54900,5,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,thierry pernot,1800-1-1,,,,PlantCLEF2014,2458,20305,Train
39197,5498,3,Flower,30491,Violaceae,Viola,Viola tricolor L.,marie portas,2011-6-10,Mas-Saint-Chély,44.33993,3.42876,PlantCLEF2014,5921,5971,Train
5502,54999,3.5,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,emmanuel stratmains,2012-7-3,Changé,48.00727,0.30075,ImageCLEF2013,5844,51475,Train
34658,55050,1.5,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,tardy,2013-5-9,Rosans,44.39138,5.47037,PlantCLEF2014,8659,13121,Train
4321,55057,5,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,ans gorter,2013-6-9,11 Leucate,,,PlantCLEF2014,17917,59100,Train
25850,55110,4,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,ans gorter,2013-5-26,11 Molleville,,,PlantCLEF2014,12654,56394,Train
596,55163,4,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,jonathan dobigeon,2013-3-9,Le Marillais,47.35688,-1.05831,PlantCLEF2014,5465,16057,Train
20878,5518,2,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,thierry pernot,1800-1-1,,,,PlantCLEF2014,18768,9748,Train
9179,55256,3.5,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,bernard ginesy,2011-5-14,Marseille,43.22488,5.44209,ImageCLEF2013,18675,5726,Train
35491,55315,4,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,genevieve botti,2014-3-15,Tarascon,,,PlantCLEF2015,,,Train
19239,55323,3,Flower,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,julien champ,2013-5-16,Montpellier,,,PlantCLEF2014,16553,55990,Train
19067,55363,4,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,pierre bonnet,2013-7-15,Montferrier-sur-Lez,43.65151,3.86204,PlantCLEF2014,11794,43837,Train
8897,55370,3,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,michel pourchet,2006-4-26,Champ-sur-Drac,,,ImageCLEF2013,2968,48196,Train
36768,55414,5,Flower,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,john de vos,1800-1-1,Gorniès,43.89288,3.61846,PlantCLEF2014,3725,34801,Train
969,55424,3,Flower,493,Asteraceae,Bellis,Bellis perennis L.,herve goeau,2013-6-5,Sainte-Geneviève-des-Bois,48.6499,2.30976,PlantCLEF2014,3452,31384,Train
28847,55425,3,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,herve goeau,2012-5-2,Paris,,,ImageCLEF2013,13709,52917,Train
2785,55430,4,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,herve goeau,2014-7-30,Pego,38.87456,-0.08801,PlantCLEF2015,,,Train
36926,55432,3,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,michel cantagrel,2011-9-10,Arcachon,44.65833,-1.17028,ImageCLEF2013,8053,15669,Train
4154,55452,4,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,alain bigou,2014-5-1,Gavarnie,42.71411,-0.01316,PlantCLEF2015,,,Train
17930,55455,4,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,pierre bonnet,2011-4-24,Lattes,,,PlantCLEF2014,10240,36718,Train
35291,55463,4,Flower,493,Asteraceae,Bellis,Bellis perennis L.,annie jouaud,2012-4-19,Nantes,47.15984,-1.51611,PlantCLEF2014,4510,6773,Train
7971,55566,3,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,pierre bonnet,2014-6-20,Montpellier,43.5986,3.90009,PlantCLEF2015,,,Train
22785,55567,4,Flower,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,daniel barthelemy,1800-1-1,Puéchabon,43.71483,3.61483,PlantCLEF2014,7937,28460,Train
41549,55576,3,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,etienne aspord,2012-4-19,Saint-Savournin,,,ImageCLEF2013,17886,41289,Train
41143,55585,3.5,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,herve goeau,2013-6-5,Choisy-le-Roi,48.75601,2.41549,PlantCLEF2014,14599,37806,Train
29875,55628,3,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,julien barataud,2007-5-19,Chasteaux,,,PlantCLEF2014,5273,18223,Train
9013,55651,4,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,herve goeau,2013-6-5,Paris,48.84059,2.36158,PlantCLEF2014,8233,7002,Train
28924,55654,3,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",mathieu menand,2006-4-19,Vairé,,,PlantCLEF2014,10285,19032,Train
4516,5566,4,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,geraldine lett,2014-3-16,Clapiers,43.66363,3.89763,PlantCLEF2015,,,Train
23803,55763,3,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2012-3-31,Sainte-Geneviève-des-Bois,48.8567,2.24104,ImageCLEF2013,18592,22906,Train
19890,55818,3,Flower,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,thierry pernot,1800-1-1,,,,PlantCLEF2014,18245,52324,Train
38897,55828,3,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,anne billon,2010-7-27,Le Château,44.90784,5.3548,PlantCLEF2014,15917,41245,Train
20211,55831,3,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,gerald verniers,2013-3-20,Ariana,36.89113,10.16248,PlantCLEF2014,11153,5747,Train
7889,5586,4,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,pierre bonnet,2013-6-20,Montpellier,43.59599,3.90111,PlantCLEF2014,194,45267,Train
24275,55915,3,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,pierre bonnet,2013-6-19,Montpellier,43.5964,3.9029,PlantCLEF2014,10989,23680,Train
36820,55961,4,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,samantha bazan,2013-5-9,Salles-sur-l'Hers,,,PlantCLEF2014,2204,9006,Train
39970,55966,5,Flower,30491,Violaceae,Viola,Viola tricolor L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,11170,30608,Train
13001,55987,5,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,daniel barthelemy,2012-8-7,"Valsavarenche, ValAoste, Italie",,,PlantCLEF2014,7543,19239,Train
40566,5599,3,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,thierry pernot,1800-1-1,,,,PlantCLEF2014,4469,48255,Train
8008,55991,3,Flower,151,Apiaceae,Daucus,Daucus carota L.,daniel mathieu,2007-8-12,Landunvez,,,PlantCLEF2014,7026,14479,Train
25471,56046,5,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,claude figureau,2006-3-4,Béhorlégui,,,PlantCLEF2014,3929,24174,Train
4321,56106,5,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,ans gorter,2013-6-9,11 Leucate,,,PlantCLEF2014,17917,29487,Train
18307,56154,4,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,liliane roubaudi,2014-9-5,Vézins-de-Lévézou,,,PlantCLEF2015,,,Train
39151,56238,3,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,emmanuel stratmains,2012-6-20,Neuville-sur-Sarthe,48.07604,0.21445,PlantCLEF2014,15825,4608,Train
19227,56285,3.5,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,mathieu menand,2007-3-31,Gruissan,,,PlantCLEF2014,2397,225,Train
7427,56358,5,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,thierry pernot,1800-1-1,,,,PlantCLEF2014,1521,29917,Train
9915,56377,4,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",liliane roubaudi,2008-5-8,Corse,,,ImageCLEF2013,10367,14493,Train
23642,56378,2,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,thierry pernot,1800-1-1,,,,PlantCLEF2014,10263,33875,Train
17930,56388,4,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,pierre bonnet,2011-4-24,Lattes,,,PlantCLEF2014,10240,19432,Train
98,56412,3,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,alain bigou,2004-8-19,Fontrabiouse,42.63371,2.06243,ImageCLEF2013,18179,1765,Train
31066,56417,3,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,quentin lebastard,2014-5-4,Saint-Mars-du-Désert,47.36658,-1.40486,PlantCLEF2015,,,Train
1130,56450,3,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,liliane roubaudi,2008-9-6,Finhaut,,,PlantCLEF2014,2743,48033,Train
17764,56498,4,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,marie portas,2013-5-8,Générac,,,PlantCLEF2014,8078,43647,Train
27629,5657,1,Flower,5148,Salicaceae,Salix,Salix caprea L.,michel pourchet,2006-3-10,Champ-sur-Drac,,,PlantCLEF2014,15978,21180,Train
39056,56605,2,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,Unknown568,2013-4-25,Pierre-Percée,48.45433,6.93117,PlantCLEF2014,4618,25413,Train
31685,56667,3,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,mathieu menand,2007-11-2,Bruniquel,,,ImageCLEF2013,13522,58457,Train
33883,56700,3,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,emmanuel stratmains,2013-4-23,Le Muy,43.48861,6.59218,PlantCLEF2014,2312,38728,Train
20735,56717,4,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,esnault,2013-3-10,Marseille,43.272,5.446,ImageCLEF2013,1269,51976,Train
40206,5674,3,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,jean-pascal milcent,2010-5-3,Prades-le-Lez,,,ImageCLEF2013,14492,36275,Train
27946,5675,4,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,samantha bazan,1800-1-1,,,,PlantCLEF2014,18139,12890,Train
8897,56900,3,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,michel pourchet,2006-4-26,Champ-sur-Drac,,,ImageCLEF2013,2968,47785,Train
2447,56931,3,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,christophe girod,2008-1-21,Moloy,,,PlantCLEF2014,15520,19829,Train
4095,57003,3,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,mathieu sinet,1800-1-1,Roquecourbe,43.6478,2.28194,PlantCLEF2014,2570,48069,Train
26476,57058,3.5,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,jacques marechal,2012-8-28,Chaingy,47.91423,1.77135,ImageCLEF2013,10607,29205,Train
37384,5712,3,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,paul fabre,2010-3-20,Lauret,,,PlantCLEF2014,16134,38764,Train
11551,57144,3.5,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,genevieve botti,2012-5-5,Peyriac-de-Mer,,,ImageCLEF2013,13633,33094,Train
15378,57230,3,Flower,151,Apiaceae,Daucus,Daucus carota L.,pierre bonnet,2013-6-20,Montpellier,43.59599,3.90111,PlantCLEF2014,14068,34971,Train
23276,5724,3,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,julien barataud,2005-5-3,Neuvic,,,ImageCLEF2013,10341,30743,Train
22351,57249,4,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,liliane roubaudi,2014-5-18,Gruissan,,,PlantCLEF2015,,,Train
39856,57271,3,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,andre merle,2012-9-2,Trient,,,PlantCLEF2014,7072,53375,Train
18747,57315,2,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,errol vela,2014-4-11,"Sidi Aich, ALGERIE",36.6026,4.69448,PlantCLEF2015,,,Train
23785,5736,3,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,christophe girod,2004-8-4,La Pesse (39),,,ImageCLEF2013,9458,11990,Train
11860,57457,3,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,julien champ,2012-11-26,St Leu Les brules de St Leu,-21.10527,55.38092,PlantCLEF2015,,,Train
23135,57477,4,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,anne billon,2013-5-5,Die,44.75374,5.33358,PlantCLEF2014,1363,52198,Train
3087,57494,2,Flower,5148,Salicaceae,Salix,Salix caprea L.,michel pourchet,2006-3-10,Champ-sur-Drac,,,PlantCLEF2014,324,49127,Train
2973,57519,3,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,jean-luc gorremans,2010-6-20,Athis-Mons,48.70201,2.38049,ImageCLEF2013,6818,55288,Train
18718,57589,3,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,hugues tinguy,2012-5-30,Vivario,,,PlantCLEF2014,14985,25333,Train
33181,57600,3,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,stephanie bodin,2014-4-13,,,,PlantCLEF2015,,,Train
20688,57622,3,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,gerard calberac,2012-3-13,21 - St-Martin-du-Mont,47.42507,4.83433,PlantCLEF2014,17632,44483,Train
9539,5765,3,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,paul fabre,2011-6-3,Les Assions,44.43021,4.15998,ImageCLEF2013,1275,2229,Train
15594,57701,4.5,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,jacques aymar,2013-3-18,Rivesaltes,42.7946,2.86737,PlantCLEF2014,16958,33522,Train
11680,57713,4,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,emmanuel stratmains,2013-6-14,La Bazoge,48.10846,0.11407,PlantCLEF2014,17797,41399,Train
39515,57722,3,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,robin guidez,2012-6-17,Plougonvelin,48.33656,-4.70538,ImageCLEF2013,17638,53427,Train
25803,57805,2,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,daniel barthelemy,2013-6-22,Conques,44.59933,2.39783,PlantCLEF2014,8483,9457,Train
16656,57819,3,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,bertrand aucouturier,2012-7-12,Villetoureix,45.27329,0.35982,ImageCLEF2013,5460,26579,Train
36860,57932,5,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,liliane roubaudi,2014-6-6,Chamonix Mont Blanc,,,PlantCLEF2015,,,Train
15412,57949,4,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,mathieu sinet,2013-4-19,,43.54002,2.29104,PlantCLEF2014,17578,47662,Train
27384,57972,3,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,7067,24674,Train
9124,58009,3,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",julien barataud,2006-5-9,Pleslin-Trigavou,,,ImageCLEF2013,18353,37367,Train
19363,58039,3,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,mathieu menand,2006-5-20,Chantonnay,,,ImageCLEF2013,19034,8143,Train
3087,58066,1,Flower,5148,Salicaceae,Salix,Salix caprea L.,michel pourchet,2006-3-10,Champ-sur-Drac,,,PlantCLEF2014,324,814,Train
6195,5807,4,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,pierre bonnet,2014-4-8,Montpellier,43.59607,3.89976,PlantCLEF2015,,,Train
40146,58092,4,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,serge forestier,2012-4-1,Lourenties,43.29301,-0.15949,PlantCLEF2014,12882,14875,Train
